央视频道,#genre#
全省卫视,#genre#
吉林卫视,http://39.135.133.161:80/wh7f454c46tw2035475484_350672847/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8?
军事评论,http://39.134.65.3:80/wh7f454c46tw1692016868_-1516333284/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
辽宁卫视,http://60.220.167.23:8085/rtp/226.0.2.173:9296,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000526
北京卫视,http://39.135.135.11:80/wh7f454c46tw1614955021_-2080436109/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
东方卫视,http://39.135.133.174:80/wh7f454c46tw4120819765_-1012470760/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8?
湖南卫视,http://39.134.65.71:80/wh7f454c46tw1199870867_1956939961/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖北卫视,http://39.134.65.70:80/wh7f454c46tw2033025325_101919628/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
河北卫视,http://39.134.65.70:80/wh7f454c46tw2408451422_1767751653/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8
安徽卫视,http://39.135.133.181:80/wh7f454c46tw1868742531_358551099/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8?
广东卫视,http://39.135.133.177:80/wh7f454c46tw1795581319_-1194261384/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8?
天津卫视,http://39.135.135.14:80/wh7f454c46tw2183431869_-601389287/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
江苏卫视,http://39.134.65.77:80/wh7f454c46tw1423905495_-25665477/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
深圳卫视,http://39.135.135.44:80/wh7f454c46tw2107180814_2101585369/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
浙江卫视,http://39.134.65.71:80/wh7f454c46tw1463100067_1701166012/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
山东卫视,http://39.134.65.79:80/wh7f454c46tw3436487431_-341613872/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
四川卫视,http://39.135.133.150:80/wh7f454c46tw2508666225_725539629/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8?
江西卫视,http://39.135.133.175:80/wh7f454c46tw2445534347_-1810556241/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8?
河南卫视,http://39.135.133.163:80/wh7f454c46tw1927674075_-1027858324/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8?
贵州卫视,http://39.135.133.150:80/wh7f454c46tw2662058177_1170447983/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8?
山西卫视,http://39.134.65.8:80/wh7f454c46tw3066909229_1671157978/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
广西卫视,http://39.135.133.160:80/wh7f454c46tw2315245333_1437523892/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8?
青海卫视,http://39.134.65.76:80/wh7f454c46tw3018771670_1594237566/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
陕西卫视,http://39.134.65.2:80/wh7f454c46tw3141546647_-1528198028/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
重庆卫视,http://39.134.65.75:80/wh7f454c46tw1967149281_1598774497/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
甘肃卫视,http://39.134.65.67:80/wh7f454c46tw2924315473_-2125419063/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
内蒙古卫视,http://39.134.65.78:80/wh7f454c46tw2737065428_-1370817042/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
新疆卫视,http://39.135.133.147:80/wh7f454c46tw3181238984_-1116813226/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8?
兵团卫视,http://39.135.133.178:80/wh7f454c46tw3550507069_-1531203046/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8?
西藏卫视,http://39.134.65.72:80/wh7f454c46tw2674870774_1369414490/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
云南卫视,http://39.135.133.180:80/wh7f454c46tw1995534970_-1227480660/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8?
宁夏卫视,http://39.134.65.7:80/wh7f454c46tw3190574135_-983791785/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
东南卫视,http://39.135.133.170:80/wh7f454c46tw2364389302_1789027315/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8?
海南卫视,http://39.134.65.75:80/wh7f454c46tw3251724373_-821302670/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
康巴卫视,http://39.134.65.65:80/wh7f454c46tw2805843568_-1293760037/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
安多卫视,http://39.134.65.78:80/wh7f454c46tw2875609537_-2122932126/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
纪实人文,http://39.134.65.87:80/wh7f454c46tw3296273718_-352803491/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
农业卫视,http://39.134.65.76:80/wh7f454c46tw1761336088_834673900/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://39.134.65.70:80/wh7f454c46tw1933284823_1929264018/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8

⚽体育频道,#genre#
超级体育,http://39.134.65.66:80/wh7f454c46tw1054819277_1189057163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
晴彩卫视,http://39.135.133.158:80/wh7f454c46tw2296044788_494569294/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8?
晴彩体育,http://39.135.133.156:80/wh7f454c46tw2372754852_-1707903180/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8?
晴彩电竞,http://39.135.133.144:80/wh7f454c46tw2411315756_-1171165178/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8?
武术世界,http://39.134.65.64:80/wh7f454c46tw1993460437_1085871859/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8

🎦电影频道,#genre#
动作电影,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
超级电影,http://39.134.65.3:80/wh7f454c46tw995071704_-1873696206/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
黑莓电影,http://39.135.133.138:80/wh7f454c46tw876799806_-1237032719/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8?
鬼吹灯全集[1280*720],http://159.75.85.63:35455/huya/29768105
经典港片[1280*720],http://iptv.com.gerss.cn/huya/11352965
星爷经典[1920*1034],http://mtw.so/6oKdhX
洪金宝[1280*720],http://159.75.85.63:35455/huya/11279251
梁家辉[1280*720],http://159.75.85.63:35455/huya/11342429
刘德华[1280*720],http://159.75.85.63:35455/huya/11342424
王晶[1280*720],http://159.75.85.63:35455/huya/11602058
短剧推荐[864*486],http://159.75.85.63:35455/huya/21059594
热血电影[1920*1040],http://159.75.85.63:35455/huya/11352934
玄幻电影[1920*1080],http://159.75.85.63:35455/huya/11342414
搞笑恐怖[1024*576],http://159.75.85.63:35455/huya/11601960
经典港片[1280*720],http://159.75.85.63:35455/huya/11602043
国产电影[1920*1080],http://159.75.85.63:35455/huya/11352973
周星驰粤语[1280*720],http://159.75.85.63:35455/huya/11336587
古墓系列[1280*720],http://159.75.85.63:35455/huya/11352913
赌神系列[1280*720],http://159.75.85.63:35455/huya/11342399
高分影院[1920*1080],http://159.75.85.63:35455/douyu/8770422
粤语电影[1920*1080],http://159.75.85.63:35455/douyu/1226741
高分影院[1920*1080],http://159.75.85.63:35455/douyu/8770422
米滴电影[1280*720],http://159.75.85.63:35455/douyu/315457
经典影视[1280*720],http://159.75.85.63:35455/yy/1382745184
邵氏影院[1280*720],http://159.75.85.63:35455/douyu/4246519
华语经典[1280*720],http://159.75.85.63:35455/douyu/434971


玄幻[1920*1080],http://159.75.85.63:35455/huya/11342414
喜剧[1920*752],http://159.75.85.63:35455/huya/11352877
港片[1280*720],http://159.75.85.63:35455/huya/11602043
国产[1920*1080],http://159.75.85.63:35455/huya/11352973
黑帮片[848*464],http://159.75.85.63:35455/huya/11336719

虎牙-星爷[1920*1034],http://159.75.85.63:35455/huya/11342412
虎牙-英叔[1152*640],http://159.75.85.63:35455/huya/11342421
虎牙-成龙[1280*720],http://159.75.85.63:35455/huya/11342386
虎牙-许氏三杰[1280*720],http://159.75.85.63:35455/huya/11602033
搞笑_陈翔六点半[1920*1080],http://159.75.85.63:35455/huya/11274154


港台频道,#genre#
VOA美国之音,https://voa-ingest.akamaized.net/hls/live/2033878/tvmc08/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港翡翠,http://php.jdshipin.com:8880/smt.php?id=jade_twn
东森新闻,http://211.72.65.236:8574/.m3u8$LR•IPV4『线路2』
千禧,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
三立新闻,http://211.72.65.236:8543/.m3u8$LR•IPV4『线路11』
靖天电影[1920*1080],http://litv.zapi.us.kg/?id=4gtv-4gtv061
靖天戏剧[1920*1080],http://litv.zapi.us.kg/?id=4gtv-4gtv058
靖天映画[1920*1080],http://litv.zapi.us.kg/?id=4gtv-4gtv055
AMC电影[1280*720],http://61.221.215.25:8800/hls/43/index.m3u8
探索亚洲[1280*720],http://61.221.215.25:8800/hls/50/index.m3u8
TVBS[1280*720],http://61.221.215.25:8800/hls/9/index.m3u8
nhk[1280*720],http://61.221.215.25:8800/hls/51/index.m3u8
人间卫視[1280*720],https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
大爱1[1280*720],https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2[1280*720],https://epg.pw/stream/2b383d639b6b2eade22f2d085141a38ae48a98f24b8a06f485e23f7211bbf909.m3u8



电影解说,#genre#
解说_电影狂人[1280*720],http://159.75.85.63:35455/huya/18715610
解说_斌哥漫说[1280*720],http://159.75.85.63:35455/huya/18632116
解说_小川侃电影[1280*720],http://159.75.85.63:35455/huya/15870999
解说_阿良说剧[1920*1080],http://159.75.85.63:35455/huya/20488841
解说_鱼丸电影[1920*1080],http://159.75.85.63:35455/huya/16615910
解说_阿斗说电影[1920*1080],http://159.75.85.63:35455/huya/13303478
解说_扁豆看电影[1920*1080],http://159.75.85.63:35455/huya/16028551
解说_大象放映室[1920*1080],http://159.75.85.63:35455/huya/21277391
解说_科幻梦工场[1920*1080],http://159.75.85.63:35455/huya/15152155
解说_亮哥讲电影[1920*1080],http://159.75.85.63:35455/huya/16144175
解说_越哥说电影[1920*1080],http://159.75.85.63:35455/huya/15894162

四川联通iptv,#genre#
CCTV-1高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227479/index.m3u8
CCTV-2高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227477/index.m3u8
CCTV-3高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227435/index.m3u8
CCTV-4高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227373/index.m3u8
CCTV-5高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227491/index.m3u8
CCTV-6高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227431/index.m3u8
CCTV-7高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227429/index.m3u8
CCTV-8高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227427/index.m3u8
CCTV-9高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227425/index.m3u8
CCTV-10高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227375/index.m3u8
CCTV-11高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227922/index.m3u8
CCTV-12高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227377/index.m3u8
CCTV-13高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227926/index.m3u8
CCTV-14高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227379/index.m3u8
CCTV-15高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227933/index.m3u8
CCTV-17高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227577/index.m3u8
CCTV-4K,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227988/index.m3u8
CCTV-5+高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227493/index.m3u8
SCTV-2高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227415/index.m3u8
SCTV-3高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227413/index.m3u8
SCTV-4高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227411/index.m3u8
SCTV-5高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227409/index.m3u8
SCTV-6高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227407/index.m3u8
SCTV-7高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227405/index.m3u8
SCTV-科教高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227936/index.m3u8
SCTV-9高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227403/index.m3u8
峨眉电影高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227942/index.m3u8
四川卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227417/index.m3u8
康巴卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227629/index.m3u8
湖南卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227369/index.m3u8
浙江卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227351/index.m3u8
江苏卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227421/index.m3u8
东方卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227401/index.m3u8
北京卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227397/index.m3u8
辽宁卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227345/index.m3u8
深圳卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227419/index.m3u8
天津卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227343/index.m3u8
山东卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227365/index.m3u8
广东卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227361/index.m3u8
湖北卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227367/index.m3u8
黑龙江卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227347/index.m3u8
安徽卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227363/index.m3u8
重庆卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227359/index.m3u8
贵州卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227357/index.m3u8
江西卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227355/index.m3u8
河北卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227399/index.m3u8
东南卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227353/index.m3u8
河南卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227923/index.m3u8
广西卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227939/index.m3u8
吉林卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227935/index.m3u8
甘肃卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227937/index.m3u8
中国交通,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227499/index.m3u8
云南卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227962/index.m3u8
陕西卫视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221228078/index.m3u8
汽摩频道,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227968/index.m3u8
上海纪实高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227349/index.m3u8
金鹰纪实高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227371/index.m3u8
北京纪实科教高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221228069/index.m3u8
中国教育频道,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227339/index.m3u8
厦门卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227938/index.m3u8
三沙卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227943/index.m3u8
山西卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227183/index.m3u8
青海卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227123/index.m3u8
宁夏卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227119/index.m3u8
新疆卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227117/index.m3u8
内蒙古卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227181/index.m3u8
海南卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227139/index.m3u8
西藏卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227131/index.m3u8
安多卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227121/index.m3u8
兵团卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227934/index.m3u8
西藏藏语频道,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227129/index.m3u8
金鹰卡通,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227149/index.m3u8
卡酷动画,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227189/index.m3u8
CETV-2,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227940/index.m3u8
CETV-4,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227337/index.m3u8
山东教育,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227945/index.m3u8
延边卫视,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227961/index.m3u8
CHC家庭影院高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227986/index.m3u8
CHC动作影院高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227984/index.m3u8
CHC高清影院高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227981/index.m3u8
欢笑剧场4K,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227970/index.m3u8
精彩影视高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227980/index.m3u8
老故事,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227979/index.m3u8
动漫秀场高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227977/index.m3u8
中学生,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227978/index.m3u8
乐游高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227975/index.m3u8
书画,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227982/index.m3u8
金色学堂高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227973/index.m3u8
法治天地高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227976/index.m3u8
财富天下,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227971/index.m3u8
家庭理财,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227969/index.m3u8
茶频道高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227974/index.m3u8
先锋乒羽,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227967/index.m3u8
魅力足球高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227963/index.m3u8

江苏移动iptv,#genre#
CCTV-1,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-1-HQ/G_CCTV-1-HQ.m3u8
CCTV-2,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-2-HQ/G_CCTV-2-HQ.m3u8
CCTV-3,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-3-HQ/G_CCTV-3-HQ.m3u8
CCTV-4,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-4-HQ/G_CCTV-4-HQ.m3u8
CCTV-5,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-5-HQ/G_CCTV-5-HQ.m3u8
CCTV5+,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-5PLUS-HQ/G_CCTV-5PLUS-HQ.m3u8
CCTV-6,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-6-HQ/G_CCTV-6-HQ.m3u8
CCTV-7,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-7-HQ/G_CCTV-7-HQ.m3u8
CCTV-8,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-8-HQ/G_CCTV-8-HQ.m3u8
